"","X","total_accel_belt","var_total_accel_belt","accel_belt_x","accel_belt_y","accel_belt_z","total_accel_arm","var_accel_arm","accel_arm_x","accel_arm_y","accel_arm_z","total_accel_dumbbell","var_accel_dumbbell","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","total_accel_forearm","var_accel_forearm","accel_forearm_x","accel_forearm_y","accel_forearm_z","classe"
"10265",10265,2,NA,-11,6,20,17,NA,-46,162,16,4,NA,-3,-33,9,38,NA,129,258,-236,"C"
"10266",10266,2,NA,-14,10,17,18,NA,-64,159,7,3,NA,2,-27,15,39,NA,136,266,-237,"C"
"10267",10267,3,NA,-8,2,24,21,NA,-112,177,-4,4,NA,-2,-40,12,38,NA,132,253,-237,"C"
"10268",10268,2,NA,-14,5,19,23,NA,-140,172,7,4,NA,-6,-39,9,37,NA,132,241,-230,"C"
"10269",10269,3,NA,-14,1,22,26,NA,-173,183,4,3,NA,-9,-26,13,38,NA,140,256,-238,"C"
"10270",10270,3,NA,-13,1,22,27,NA,-188,180,0,3,NA,-4,-25,9,39,NA,135,259,-239,"C"
"10271",10271,3,NA,-18,5,19,27,NA,-209,168,2,4,NA,-2,-25,24,38,NA,127,261,-239,"C"
"10272",10272,3,NA,-17,2,20,28,NA,-213,175,-6,3,NA,-9,-19,17,39,NA,132,264,-244,"C"
"10273",10273,3,NA,-13,1,21,30,NA,-236,174,-14,4,NA,-1,-31,17,37,NA,138,249,-229,"C"
"10274",10274,3,NA,-13,1,21,31,NA,-255,165,-34,4,NA,-9,-35,13,37,NA,143,250,-226,"C"
"10275",10275,3,NA,-16,5,23,31,NA,-260,155,-45,3,NA,-8,-19,21,37,NA,129,253,-228,"C"
"10276",10276,3,NA,-16,6,19,31,NA,-262,153,-46,2,NA,-5,-14,14,37,NA,130,251,-228,"C"
"10277",10277,3,NA,-18,3,22,33,NA,-279,154,-55,3,NA,-3,-15,20,37,NA,134,246,-231,"C"
"10278",10278,3,NA,-17,3,21,33,NA,-280,143,-70,4,NA,-10,-26,22,39,NA,122,262,-245,"C"
"10279",10279,3,NA,-17,3,21,32,NA,-275,142,-71,2,NA,-15,-8,3,38,NA,125,260,-243,"C"
"10280",10280,3,NA,-13,3,21,32,NA,-273,143,-79,3,NA,-3,-28,9,39,NA,114,266,-247,"C"
"10281",10281,3,NA,-11,3,23,32,NA,-268,143,-73,6,NA,1,-49,34,39,NA,112,270,-242,"C"
"10282",10282,3,NA,-14,5,22,31,NA,-263,139,-71,2,NA,-13,-13,11,40,NA,103,280,-249,"C"
"10283",10283,2,NA,-16,4,18,31,NA,-262,140,-59,4,NA,-2,-25,32,39,NA,93,270,-247,"C"
"10284",10284,3,NA,-18,3,19,31,NA,-264,142,-40,2,NA,-6,-10,10,39,NA,106,270,-248,"C"
"10285",10285,3,NA,-20,2,19,36,NA,-306,174,23,2,NA,-2,-15,16,38,NA,111,251,-247,"C"
"10286",10286,3,NA,-21,3,19,36,NA,-300,181,42,2,NA,-3,-10,17,39,NA,119,260,-247,"C"
"10287",10287,3,NA,-17,5,17,35,NA,-287,177,65,4,NA,-2,-32,19,39,NA,114,270,-244,"C"
"10288",10288,3,NA,-17,3,18,34,NA,-264,183,92,3,NA,-2,-17,18,39,NA,114,271,-245,"C"
"10289",10289,3,NA,-20,5,17,24,NA,-174,146,68,3,NA,-1,-23,21,39,NA,112,265,-251,"C"
"10290",10290,3,0.1,-17,4,19,16,32.5281,-111,114,21,3,0.9167,-4,-25,14,39,0.78827,117,268,-250,"C"
"10291",10291,3,NA,-19,5,21,28,NA,77,-17,-261,3,NA,-6,-33,4,38,NA,96,274,-234,"C"
"10292",10292,3,NA,-20,3,21,27,NA,80,-12,-249,3,NA,3,-24,15,38,NA,102,274,-233,"C"
"10293",10293,3,NA,-16,2,24,25,NA,74,-6,-236,3,NA,-3,-27,4,38,NA,96,271,-231,"C"
"10294",10294,3,NA,-13,1,23,19,NA,72,12,-176,4,NA,-10,-36,9,38,NA,104,269,-234,"C"
"10295",10295,3,NA,-17,4,23,11,NA,-32,103,-5,2,NA,-13,-19,2,38,NA,102,269,-234,"C"
"10296",10296,3,NA,-19,2,25,13,NA,-27,119,17,3,NA,3,-15,20,38,NA,101,269,-233,"C"
"10297",10297,3,NA,-18,3,25,14,NA,-45,132,12,5,NA,3,-44,16,38,NA,92,272,-234,"C"
"10298",10298,3,NA,-16,2,26,15,NA,-56,133,15,7,NA,-1,-65,11,39,NA,85,297,-230,"C"
"10299",10299,3,NA,-14,4,21,18,NA,-101,139,44,4,NA,-6,-33,8,40,NA,71,313,-226,"C"
"10300",10300,3,NA,-16,5,21,20,NA,-112,149,58,2,NA,-11,-16,7,41,NA,60,322,-225,"C"
"10301",10301,3,NA,-17,4,22,21,NA,-129,150,46,1,NA,-7,2,9,41,NA,48,334,-225,"C"
"10302",10302,3,NA,-17,4,18,21,NA,-139,146,45,3,NA,-6,-19,26,43,NA,55,348,-225,"C"
"10303",10303,3,NA,-18,3,20,22,NA,-148,140,55,3,NA,-9,-18,21,42,NA,43,344,-222,"C"
"10304",10304,2,NA,-16,3,17,22,NA,-168,130,35,1,NA,-5,4,7,40,NA,40,325,-217,"C"
"10305",10305,3,NA,-15,3,20,23,NA,-183,129,23,2,NA,-2,-20,12,41,NA,26,330,-220,"C"
"10306",10306,3,NA,-16,2,19,26,NA,-229,122,0,3,NA,-6,-27,9,41,NA,-24,341,-214,"C"
"10307",10307,3,NA,-21,6,17,27,NA,-235,123,-16,2,NA,-2,-7,20,40,NA,-40,330,-205,"C"
"10308",10308,3,NA,-19,3,16,27,NA,-237,122,-21,2,NA,-1,-17,15,39,NA,-54,315,-206,"C"
"10309",10309,3,NA,-18,2,18,28,NA,-239,123,-28,3,NA,-4,-21,12,37,NA,-72,293,-208,"C"
"10310",10310,3,NA,-18,2,19,28,NA,-242,124,-30,4,NA,-6,-34,11,37,NA,-89,284,-208,"C"
"10311",10311,3,NA,-13,5,21,28,NA,-249,107,-45,4,NA,-6,-30,19,36,NA,-119,247,-219,"C"
"10312",10312,3,NA,-18,2,19,29,NA,-253,102,-60,2,NA,-8,-11,20,34,NA,-128,216,-219,"C"
"10313",10313,3,NA,-17,2,22,29,NA,-253,101,-65,3,NA,-5,-14,23,32,NA,-115,206,-210,"C"
"10314",10314,3,NA,-17,3,24,29,NA,-255,100,-69,3,NA,-4,-23,19,30,NA,-111,188,-199,"C"
"10315",10315,3,NA,-17,3,21,29,NA,-259,96,-70,4,NA,-5,-30,21,30,NA,-116,180,-200,"C"
"10316",10316,3,0.1,-17,5,20,30,42.3715,-266,97,-74,3,1.772,-8,-26,16,29,9.78599,-134,162,-198,"C"
"10317",10317,3,NA,-16,5,21,30,NA,-266,101,-79,3,NA,-7,-28,16,29,NA,-141,152,-197,"C"
"10318",10318,3,NA,-18,4,18,30,NA,-264,104,-86,3,NA,-9,-27,16,30,NA,-164,148,-197,"C"
"10319",10319,3,NA,-19,6,19,30,NA,-263,107,-91,3,NA,-1,-21,20,32,NA,-204,124,-203,"C"
"10320",10320,3,NA,-19,5,18,30,NA,-258,114,-88,3,NA,1,-20,19,34,NA,-222,130,-206,"C"
"10321",10321,3,NA,-16,1,22,30,NA,-259,113,-91,3,NA,-2,-27,19,32,NA,-202,118,-207,"C"
"10322",10322,3,NA,-17,3,20,31,NA,-264,112,-97,3,NA,-6,-26,16,32,NA,-228,43,-213,"C"
"10323",10323,3,NA,-18,2,21,31,NA,-264,108,-97,2,NA,1,-13,17,30,NA,-196,16,-214,"C"
"10324",10324,3,NA,-18,4,21,30,NA,-260,107,-96,3,NA,5,-12,26,28,NA,-182,1,-211,"C"
"10325",10325,3,NA,-18,3,19,30,NA,-260,104,-93,3,NA,2,-21,19,28,NA,-177,-13,-209,"C"
"10326",10326,3,NA,-18,2,18,32,NA,-280,90,-107,3,NA,-9,-27,17,26,NA,-146,-34,-206,"C"
"10327",10327,3,NA,-19,5,18,30,NA,-272,83,-91,3,NA,-8,-31,12,26,NA,-162,18,-199,"C"
"10328",10328,3,NA,-18,3,20,31,NA,-272,89,-90,4,NA,-6,-33,13,30,NA,-202,37,-204,"C"
"10329",10329,3,NA,-17,3,20,31,NA,-273,90,-92,4,NA,-4,-42,8,32,NA,-224,63,-207,"C"
"10330",10330,3,NA,-17,5,20,31,NA,-278,94,-92,5,NA,-7,-52,7,32,NA,-218,74,-210,"C"
"10331",10331,3,NA,-19,3,17,31,NA,-276,100,-88,5,NA,-7,-51,-3,33,NA,-227,92,-204,"C"
"10332",10332,3,NA,-19,3,19,31,NA,-276,104,-86,4,NA,-5,-43,4,29,NA,-197,101,-185,"C"
"10333",10333,3,NA,-12,2,22,32,NA,-276,106,-93,4,NA,-4,-39,9,29,NA,-167,136,-191,"C"
"10334",10334,3,NA,-15,6,19,32,NA,-285,95,-86,4,NA,-4,-37,6,30,NA,-165,158,-185,"C"
"10335",10335,3,NA,-19,7,20,32,NA,-285,86,-101,4,NA,-3,-34,10,32,NA,-132,221,-182,"C"
"10336",10336,3,NA,-17,5,22,32,NA,-286,84,-108,4,NA,-1,-33,13,30,NA,-112,214,-174,"C"
"10337",10337,3,NA,-11,4,24,33,NA,-293,87,-100,4,NA,-5,-36,7,35,NA,-92,274,-188,"C"
"10338",10338,3,NA,-18,4,21,33,NA,-288,94,-103,4,NA,-2,-37,6,35,NA,-109,256,-201,"C"
"10339",10339,3,NA,-15,2,25,33,NA,-288,93,-103,4,NA,-9,-34,10,30,NA,-5,243,-160,"C"
"10340",10340,3,NA,-18,3,22,34,NA,-290,112,-110,3,NA,-6,-29,12,35,NA,-11,285,-182,"C"
"10341",10341,3,NA,-15,2,24,33,NA,-279,118,-113,4,NA,-3,-33,13,43,NA,-3,363,-212,"C"
"10342",10342,3,NA,-17,4,22,33,NA,-283,118,-113,4,NA,-6,-34,12,41,NA,12,342,-206,"C"
"10343",10343,3,NA,-16,3,24,33,NA,-280,119,-114,4,NA,-6,-32,18,40,NA,13,338,-205,"C"
"10344",10344,3,NA,-14,2,28,33,NA,-280,114,-115,4,NA,-6,-35,13,42,NA,19,352,-216,"C"
"10345",10345,3,NA,-17,5,22,32,NA,-276,111,-106,2,NA,0,-17,11,41,NA,36,330,-222,"C"
"10346",10346,3,NA,-18,5,23,32,NA,-280,100,-108,5,NA,-1,-43,14,40,NA,41,319,-225,"C"
"10347",10347,3,NA,-19,3,25,32,NA,-276,103,-110,4,NA,-1,-34,17,40,NA,43,316,-229,"C"
"10348",10348,3,NA,-13,3,26,33,NA,-290,84,-102,3,NA,-3,-26,0,39,NA,90,305,-219,"C"
"10349",10349,3,NA,-15,4,23,33,NA,-290,78,-109,5,NA,-7,-45,20,40,NA,83,313,-216,"C"
"10350",10350,3,NA,-16,5,23,32,NA,-286,89,-85,5,NA,-2,-44,18,42,NA,86,335,-216,"C"
"10351",10351,3,NA,-16,6,24,32,NA,-283,79,-112,3,NA,-5,-21,14,42,NA,74,341,-214,"C"
"10352",10352,3,NA,-13,2,26,32,NA,-285,84,-94,3,NA,-11,-21,7,41,NA,57,334,-212,"C"
"10353",10353,3,NA,-14,5,25,33,NA,-291,80,-103,2,NA,-5,-21,10,41,NA,47,332,-214,"C"
"10354",10354,3,NA,-12,4,26,31,NA,-280,79,-101,3,NA,-4,-17,24,42,NA,52,345,-215,"C"
"10355",10355,3,NA,-13,5,22,32,NA,-282,88,-103,3,NA,-14,-11,21,43,NA,54,355,-214,"C"
"10356",10356,3,NA,-15,4,20,32,NA,-278,97,-100,1,NA,-10,-8,6,43,NA,60,358,-214,"C"
"10357",10357,3,NA,-18,2,18,32,NA,-281,95,-99,3,NA,-2,-29,15,43,NA,42,361,-220,"C"
"10358",10358,3,NA,-18,3,18,32,NA,-279,96,-98,2,NA,-2,-17,17,40,NA,49,331,-210,"C"
"10359",10359,3,NA,-18,2,17,32,NA,-285,98,-101,2,NA,0,-17,12,41,NA,28,335,-211,"C"
"10360",10360,3,NA,-19,2,16,33,NA,-289,96,-101,2,NA,-1,-21,11,40,NA,15,330,-213,"C"
"10361",10361,2,NA,-15,3,18,32,NA,-280,90,-98,3,NA,-5,-20,18,39,NA,0,320,-209,"C"
"10362",10362,2,NA,-15,2,19,32,NA,-277,99,-101,1,NA,-4,-5,12,39,NA,-14,320,-202,"C"
"10363",10363,3,NA,-16,4,19,32,NA,-276,103,-104,3,NA,-7,-26,12,33,NA,-108,250,-177,"C"
"10364",10364,3,NA,-16,5,22,32,NA,-281,93,-103,3,NA,-4,-16,19,35,NA,-191,204,-201,"C"
"10365",10365,3,NA,-17,4,21,32,NA,-281,95,-102,3,NA,-7,-17,19,27,NA,-150,105,-192,"C"
"10366",10366,3,NA,-18,4,23,32,NA,-276,94,-107,3,NA,-4,-22,16,25,NA,-134,89,-187,"C"
"10367",10367,3,NA,-17,2,21,32,NA,-279,97,-104,3,NA,-4,-26,17,23,NA,-101,77,-182,"C"
"10368",10368,3,NA,-16,3,22,32,NA,-282,95,-102,3,NA,-4,-21,18,21,NA,-108,39,-174,"C"
"10369",10369,3,NA,-19,3,22,32,NA,-281,97,-107,3,NA,-5,-17,21,28,NA,-202,4,-181,"C"
"10370",10370,3,NA,-17,6,22,33,NA,-289,98,-96,3,NA,-3,-20,21,27,NA,-195,-16,-184,"C"
"10371",10371,3,NA,-20,3,19,32,NA,-284,95,-108,3,NA,-7,-13,21,26,NA,-161,-29,-193,"C"
"10372",10372,3,NA,-16,3,19,33,NA,-289,92,-106,3,NA,-6,-28,14,23,NA,-126,-26,-187,"C"
"10373",10373,3,NA,-19,3,18,32,NA,-287,89,-105,3,NA,-2,-29,17,24,NA,-133,-16,-191,"C"
"10374",10374,3,NA,-18,2,20,33,NA,-290,102,-108,3,NA,-8,-28,9,25,NA,-140,60,-188,"C"
"10375",10375,3,NA,-19,2,20,33,NA,-285,106,-99,3,NA,-7,-27,12,25,NA,-101,112,-190,"C"
"10376",10376,2,NA,-17,3,17,32,NA,-273,105,-103,3,NA,-3,-31,7,31,NA,-147,179,-189,"C"
"10377",10377,2,NA,-16,0,18,32,NA,-277,110,-111,3,NA,-5,-32,8,30,NA,-120,191,-183,"C"
"10378",10378,2,NA,-13,4,19,33,NA,-280,115,-107,3,NA,-3,-31,5,33,NA,-143,221,-191,"C"
"10379",10379,2,NA,-13,6,16,33,NA,-281,110,-102,3,NA,-1,-33,5,36,NA,-126,264,-192,"C"
"10380",10380,3,NA,-18,4,18,31,NA,-271,106,-103,3,NA,-1,-33,9,35,NA,-72,282,-188,"C"
"10381",10381,3,NA,-17,9,18,32,NA,-271,111,-102,3,NA,-2,-31,7,37,NA,-25,314,-178,"C"
"10382",10382,3,NA,-10,3,24,32,NA,-268,110,-117,4,NA,-11,-39,15,41,NA,60,338,-213,"C"
"10383",10383,3,NA,-15,6,27,31,NA,-269,102,-103,2,NA,-1,-12,13,40,NA,56,324,-214,"C"
"10384",10384,3,NA,-17,4,23,33,NA,-280,118,-102,4,NA,-2,-34,20,41,NA,72,334,-212,"C"
"10385",10385,3,NA,-18,0,26,32,NA,-280,97,-98,2,NA,3,-5,16,40,NA,70,330,-206,"C"
"10386",10386,3,NA,-17,6,25,31,NA,-268,105,-92,3,NA,3,-30,6,41,NA,55,338,-204,"C"
"10387",10387,3,NA,-17,1,26,32,NA,-277,101,-99,1,NA,-3,-12,3,43,NA,19,367,-215,"C"
"10388",10388,2,NA,-12,3,21,32,NA,-276,100,-99,3,NA,-3,-18,21,43,NA,33,363,-210,"C"
"10389",10389,3,NA,-17,3,24,31,NA,-273,92,-100,3,NA,-11,15,24,42,NA,39,354,-205,"C"
"10390",10390,3,NA,-17,5,22,32,NA,-278,98,-98,2,NA,-15,-9,3,41,NA,29,347,-197,"C"
"10391",10391,3,NA,-15,8,21,32,NA,-278,99,-94,2,NA,-11,-10,9,40,NA,4,335,-201,"C"
"10392",10392,2,NA,-16,6,16,32,NA,-277,100,-98,3,NA,4,-25,23,38,NA,-6,318,-197,"C"
"10393",10393,3,NA,-22,3,19,31,NA,-274,99,-97,4,NA,-7,-36,10,37,NA,-4,300,-195,"C"
"10394",10394,3,NA,-22,-1,20,32,NA,-281,97,-101,5,NA,-9,-47,2,34,NA,-14,278,-183,"C"
"10395",10395,3,NA,-21,1,19,33,NA,-289,92,-100,2,NA,-3,-10,17,32,NA,-68,256,-170,"C"
"10396",10396,3,NA,-15,2,23,31,NA,-275,91,-93,3,NA,-5,-27,6,29,NA,-153,178,-168,"C"
"10397",10397,3,NA,-12,3,23,32,NA,-278,96,-96,4,NA,-7,-37,8,29,NA,-169,162,-160,"C"
"10398",10398,3,NA,-17,7,21,31,NA,-278,98,-91,4,NA,-2,-35,18,25,NA,-136,132,-154,"C"
"10399",10399,3,NA,-16,3,22,30,NA,-263,111,-80,4,NA,-5,-37,17,25,NA,-173,-4,-175,"C"
"10400",10400,3,NA,-14,3,24,30,NA,-257,111,-75,3,NA,-3,-31,12,26,NA,-168,-15,-188,"C"
"10401",10401,3,NA,-12,2,25,29,NA,-251,105,-76,4,NA,3,-26,23,27,NA,-166,-32,-199,"C"
"10402",10402,3,NA,-20,3,23,30,NA,-262,103,-91,2,NA,-1,1,20,25,NA,-138,-63,-189,"C"
"10403",10403,3,NA,-20,3,24,30,NA,-263,103,-94,2,NA,0,-8,22,25,NA,-147,-57,-186,"C"
"10404",10404,3,NA,-20,5,22,30,NA,-264,103,-94,2,NA,1,-16,18,24,NA,-143,-42,-179,"C"
"10405",10405,3,NA,-18,4,23,31,NA,-264,104,-95,4,NA,-11,-33,15,24,NA,-157,4,-173,"C"
"10406",10406,3,NA,-17,2,21,30,NA,-260,108,-90,4,NA,-2,-40,16,25,NA,-164,76,-166,"C"
"10407",10407,3,NA,-17,3,22,30,NA,-260,106,-89,5,NA,-7,-53,2,28,NA,-171,128,-166,"C"
"10408",10408,3,NA,-19,5,20,30,NA,-262,106,-89,5,NA,-8,-46,5,26,NA,-103,174,-156,"C"
"10409",10409,3,0.1,-17,3,18,30,1.1101,-263,108,-89,4,1.7987,-13,-37,5,31,48.0615,-149,185,-184,"C"
"10410",10410,3,NA,-17,5,18,30,NA,-262,110,-89,3,NA,1,-25,5,33,NA,-70,254,-182,"C"
"10411",10411,3,NA,-11,6,27,31,NA,-263,111,-89,4,NA,4,-35,10,33,NA,-29,280,-156,"C"
"10412",10412,3,NA,-2,4,29,31,NA,-264,110,-87,4,NA,3,-41,5,36,NA,-30,313,-162,"C"
"10413",10413,3,NA,-7,4,25,31,NA,-264,111,-86,5,NA,0,-47,2,38,NA,-52,321,-187,"C"
"10414",10414,3,NA,-18,3,27,31,NA,-265,111,-88,5,NA,-6,-48,0,36,NA,-21,316,-160,"C"
"10415",10415,3,NA,-11,0,27,31,NA,-265,109,-86,4,NA,-4,-42,0,37,NA,10,327,-147,"C"
"10416",10416,3,NA,-10,0,29,31,NA,-266,108,-87,4,NA,-4,-43,-3,38,NA,-13,330,-165,"C"
"10417",10417,3,NA,-13,3,29,31,NA,-265,109,-87,5,NA,-6,-44,-2,38,NA,24,334,-162,"C"
"10418",10418,3,NA,-21,3,24,31,NA,-266,111,-88,3,NA,-2,-27,12,40,NA,34,343,-189,"C"
"10419",10419,3,NA,-22,2,26,31,NA,-265,110,-86,3,NA,-6,-24,12,41,NA,44,347,-195,"C"
"10420",10420,3,NA,-15,2,30,31,NA,-267,111,-89,2,NA,-1,-8,14,44,NA,53,372,-220,"C"
"10421",10421,3,NA,-17,7,28,31,NA,-267,108,-91,2,NA,2,-20,10,44,NA,51,366,-223,"C"
"10422",10422,3,NA,-13,2,30,31,NA,-267,107,-93,3,NA,-6,-5,24,42,NA,15,347,-222,"C"
"10423",10423,3,NA,-12,2,31,31,NA,-266,105,-92,3,NA,-1,-24,17,43,NA,18,353,-221,"C"
"10424",10424,3,NA,-15,4,30,31,NA,-266,104,-92,3,NA,2,-32,6,41,NA,33,345,-201,"C"
"10425",10425,3,NA,-20,4,27,30,NA,-265,108,-86,4,NA,20,-30,19,44,NA,30,383,-203,"C"
"10426",10426,3,NA,-17,4,27,31,NA,-267,112,-86,7,NA,7,-65,23,44,NA,19,384,-202,"C"
"10427",10427,3,NA,-17,4,26,30,NA,-262,110,-86,8,NA,-5,-80,5,44,NA,19,376,-204,"C"
"10428",10428,3,NA,-17,3,28,30,NA,-260,110,-82,6,NA,-18,-52,-14,43,NA,26,371,-202,"C"
"10429",10429,3,NA,-15,2,26,30,NA,-260,112,-75,5,NA,-7,-48,9,43,NA,32,368,-201,"C"
"10430",10430,3,NA,-15,4,24,29,NA,-256,122,-52,2,NA,-14,8,13,43,NA,48,371,-197,"C"
"10431",10431,3,NA,-14,4,22,29,NA,-251,126,-48,2,NA,-8,-4,16,43,NA,44,368,-192,"C"
"10432",10432,3,NA,-16,2,22,29,NA,-248,123,-40,4,NA,0,-27,24,42,NA,36,361,-192,"C"
"10433",10433,3,NA,-18,2,23,28,NA,-243,122,-31,4,NA,-8,-34,26,42,NA,15,358,-194,"C"
"10434",10434,3,NA,-17,3,21,28,NA,-244,123,-32,3,NA,-8,-27,14,39,NA,-12,336,-191,"C"
"10435",10435,3,NA,-16,2,20,28,NA,-239,130,-24,3,NA,-9,-16,22,39,NA,-10,338,-188,"C"
"10436",10436,3,NA,-15,2,23,27,NA,-229,132,-18,2,NA,-1,8,22,36,NA,-30,300,-180,"C"
"10437",10437,3,NA,-16,2,22,26,NA,-218,124,-6,5,NA,1,-49,8,35,NA,-87,273,-192,"C"
"10438",10438,3,NA,-17,6,18,25,NA,-212,128,-7,6,NA,-5,-55,13,34,NA,-106,261,-181,"C"
"10439",10439,3,NA,-16,4,19,19,NA,-144,124,19,4,NA,-5,-32,17,25,NA,-117,100,-193,"C"
"10440",10440,3,NA,-18,2,21,11,NA,-65,80,-27,3,NA,-3,-16,22,25,NA,-172,12,-172,"C"
"10441",10441,3,NA,-15,4,23,10,NA,-45,84,-36,4,NA,-6,-30,18,27,NA,-192,2,-179,"C"
"10442",10442,3,NA,-16,4,21,9,NA,-29,77,-37,3,NA,-5,-26,21,27,NA,-191,-9,-178,"C"
"10443",10443,3,NA,-14,2,24,9,NA,43,48,-60,4,NA,-2,-37,12,24,NA,-157,22,-178,"C"
"10444",10444,3,NA,-14,2,26,12,NA,68,26,-90,3,NA,-5,-30,13,24,NA,-159,37,-175,"C"
"10445",10445,3,NA,-16,2,27,18,NA,71,2,-163,3,NA,1,-12,28,31,NA,-142,190,-186,"C"
"10446",10446,3,NA,-16,4,25,18,NA,69,5,-160,3,NA,-4,-20,19,29,NA,-110,191,-172,"C"
"10447",10447,3,NA,-17,4,25,17,NA,64,8,-153,4,NA,-12,-30,16,28,NA,-132,168,-179,"C"
"10448",10448,3,NA,-19,3,22,12,NA,67,29,-98,4,NA,-3,-39,17,31,NA,-72,231,-177,"C"
"10449",10449,3,NA,-17,1,25,13,NA,60,29,-107,4,NA,-6,-37,13,36,NA,-61,285,-192,"C"
"10450",10450,3,NA,-17,2,20,9,NA,35,67,-45,4,NA,-10,-38,6,39,NA,-47,324,-204,"C"
"10451",10451,3,NA,-15,-1,22,8,NA,21,67,-43,4,NA,-7,-35,12,41,NA,-22,343,-205,"C"
"10452",10452,3,NA,-16,3,20,11,NA,-11,91,-52,4,NA,-4,-34,3,40,NA,-8,323,-217,"C"
"10453",10453,3,NA,-16,5,23,18,NA,-110,131,-24,4,NA,-2,-39,-2,40,NA,51,327,-215,"C"
"10454",10454,4,NA,-23,5,26,22,NA,-145,157,-20,4,NA,-4,-42,0,41,NA,55,338,-218,"C"
"10455",10455,3,NA,-14,1,27,21,NA,-154,138,-13,3,NA,-4,-34,2,39,NA,63,314,-210,"C"
"10456",10456,3,NA,-17,6,25,24,NA,-169,156,-14,3,NA,-6,-30,-2,39,NA,71,312,-212,"C"
"10457",10457,3,NA,-21,8,23,26,NA,-194,162,-22,4,NA,-10,-37,3,40,NA,64,317,-213,"C"
"10458",10458,3,NA,-19,1,27,26,NA,-208,144,-15,2,NA,-1,-21,12,44,NA,45,365,-231,"C"
"10459",10459,3,NA,-17,4,26,28,NA,-232,148,-27,4,NA,-8,-39,8,45,NA,25,375,-225,"C"
"10460",10460,3,NA,-15,4,27,29,NA,-249,130,-47,4,NA,-3,-34,5,44,NA,33,377,-210,"C"
"10461",10461,4,NA,-6,-1,35,29,NA,-255,124,-56,4,NA,-8,-35,8,46,NA,32,393,-211,"C"
"10462",10462,4,NA,-13,6,32,31,NA,-270,129,-61,3,NA,3,-26,13,45,NA,17,386,-206,"C"
"10463",10463,4,NA,-22,2,31,32,NA,-272,135,-65,4,NA,-9,-39,7,42,NA,-28,353,-208,"C"
"10464",10464,4,NA,-21,2,32,31,NA,-265,139,-63,3,NA,-3,-31,9,41,NA,-25,338,-210,"C"
"10465",10465,3,NA,-15,1,30,30,NA,-257,137,-55,2,NA,-6,-15,10,39,NA,-40,316,-207,"C"
"10466",10466,4,NA,-17,5,30,30,NA,-259,135,-43,4,NA,4,-34,16,35,NA,-65,273,-201,"C"
"10467",10467,3,NA,-19,5,28,31,NA,-265,138,-34,6,NA,-17,-51,23,35,NA,-97,252,-204,"C"
"10468",10468,4,NA,-19,4,29,31,NA,-269,143,-29,3,NA,-12,-25,4,35,NA,-110,242,-210,"C"
"10469",10469,4,NA,-21,4,28,31,NA,-268,143,-26,1,NA,-7,1,7,34,NA,-123,224,-209,"C"
"10470",10470,3,NA,-18,6,23,30,NA,-253,144,-21,2,NA,-11,-17,8,28,NA,-143,125,-194,"C"
"10471",10471,3,NA,-19,5,23,29,NA,-251,139,-23,3,NA,-11,-23,11,26,NA,-143,102,-190,"C"
"10472",10472,3,NA,-18,3,26,29,NA,-239,144,-22,4,NA,2,-36,15,25,NA,-149,59,-189,"C"
"10473",10473,3,NA,-15,5,22,26,NA,-214,140,-23,2,NA,-11,-15,15,26,NA,-164,5,-194,"C"
"10474",10474,3,NA,-21,5,21,24,NA,-184,139,-21,6,NA,-4,-57,6,24,NA,-142,-51,-184,"C"
"10475",10475,3,NA,-21,5,21,23,NA,-173,144,-14,7,NA,-9,-64,-4,25,NA,-145,-52,-185,"C"
"10476",10476,3,NA,-20,2,23,22,NA,-161,142,-15,5,NA,-10,-52,0,25,NA,-148,-51,-188,"C"
"10477",10477,3,NA,-20,5,21,18,NA,-104,138,-6,3,NA,-5,-31,10,26,NA,-160,-48,-190,"C"
"10478",10478,3,NA,-19,3,21,16,NA,-81,131,-12,3,NA,-1,-24,16,25,NA,-159,-40,-187,"C"
"10479",10479,3,NA,-19,1,22,14,NA,-66,120,-28,3,NA,-1,-24,14,26,NA,-168,-16,-192,"C"
"10480",10480,3,NA,-18,2,25,11,NA,-27,103,-26,4,NA,-8,-42,6,27,NA,-179,23,-197,"C"
"10481",10481,3,NA,-20,2,22,10,NA,-14,88,-45,5,NA,-8,-43,11,28,NA,-194,39,-197,"C"
"10482",10482,3,NA,-21,6,22,11,NA,8,74,-79,3,NA,-3,-23,20,28,NA,-178,63,-199,"C"
"10483",10483,3,0.2,-20,4,24,11,43.7451,12,71,-85,3,1.413,0,-17,20,27,62.03117,-173,69,-191,"C"
"10484",10484,3,NA,-18,4,26,14,NA,29,66,-112,4,NA,-2,-30,19,30,NA,-161,133,-201,"C"
"10485",10485,3,NA,-16,3,29,17,NA,79,46,-138,3,NA,-2,-32,12,32,NA,-67,235,-191,"C"
"10486",10486,3,NA,-16,5,24,19,NA,93,29,-155,4,NA,-1,-39,11,39,NA,-84,306,-215,"C"
"10487",10487,3,NA,-15,0,28,21,NA,88,19,-185,3,NA,-5,-26,16,40,NA,-62,320,-214,"C"
"10488",10488,3,NA,-14,1,26,20,NA,77,19,-182,2,NA,-6,-19,12,40,NA,-45,324,-212,"C"
